contents,key_words
"本关任务对应参考代码实现如下：

#include <iostream>
#include <fstream>
using namespace std;

//函数count：统计文件fin中每种服装的销售总额，并写入文件fout中
//参数fin：文件每种服装的销售情况，fout：每种服装销售总额的写入文件
//返回值：无
//说明：文件fin中，每种服装信息占一行，分别为服装编号，销售件数，每件的销售价格（整型）。
//文件fout：每种服装统计信息占一行，分别为服装编号，销售总额（整型）,中间用一个空格隔开。

void count(ifstream & fin, ofstream & fout)
{
    // 请在此添加代码，补全函数count
    
    char s[100];
    fin>>s;
    while(!fin.eof())
    {
        int i,n,c=0,t;
        fin>>n;
        for(i=0;i<n;i++)
        {
            fin>>t;
            c+=t;
        }
        fout<<s<<"" ""<<c<<endl;
        fin>>s;
    }

    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'sizeof', 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"本关任务对应参考代码实现如下：

int getNumber(ifstream &ifile, char *label)
{
    // 请在此添加代码，补全函数getNumber
    
    clothing  t;
    // 读出种服装信息到t中
    ifile.read((char*)&t,sizeof(clothing));
    while(!ifile.eof())
    {
        if(strcmp(label, t.label)==0)
            return t.numberRemaining;
        ifile.read((char*)&t,sizeof(clothing));
    }
    return 0;
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'char', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 'if', 0, 0, 0, 0, 0, 'void', 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 'namespace', 0]"
"
//计算三个正整数的平均值
double AvgCalculation(int x, int y, int z)
{
return (x+y+z)/3.0;
}


![](/attachments/download/252246)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'char', 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 'sizeof', 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"本关任务对应参考代码实现如下：

double ComputeInfix(char* s)
{
    // 请在此添加代码，补全函数ComputeInfix，计算中缀表达式
    
    int i=0;
    // 1
    LinkStack* so=LS_Create(); // 运算符栈
    LinkStack* sd=LS_Create(); //操作数栈

    // 2
    while(s[i]) {

        // 2.1
        if ('0'<=s[i] && s[i]<='9') {
            LS_Push(sd, s[i++]-48);
            continue;
        }

        // 2.2
        if(s[i]=='('||LS_IsEmpty(so)) {
            LS_Push(so, s[i++]); 
            continue;
        }

        // 2.3 
        if(s[i]==')') {
            T topitem;
            while(LS_Top(so,topitem) && topitem !='(' ) 
                compute(so, sd);
            LS_Pop(so,topitem);
            i++;
            continue;
        }

        // 2.4
        if(s[i]=='*'||s[i]=='/') {
            T c;
            LS_Top(so,c);
            if (c=='*' || c=='/') 
                compute(so, sd);
            LS_Push(so, s[i++]);
            continue;
        }

        // 2.5
        if(s[i]=='+'||s[i]=='-') {
            T topitem;
            while(LS_Top(so,topitem) && topitem !='(' ) 
                compute(so, sd);
            LS_Push(so, s[i++]);
            continue;
        }
    }

    // 3
    while(!LS_IsEmpty(so)) 
        compute(so, sd);

    T res;
    LS_Top(sd,res);

    LS_Free(so);
    LS_Free(sd);

    return res;

    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 'do', 0, 0, 0, 'double', 0, 0, 0, 0, 0, 0]"
"本关任务对应参考代码实现如下：

double ComputePostfix(char* s)
{
    // 请在此添加代码，补全函数ComputePostfix，计算后缀表达式
    
    LinkStack* sd=LS_Create();
    int i=0;
    T k,top1,top2;
    while(s[i]) {
        switch (s[i]) {
        case '+':
            LS_Pop(sd,top1);
            LS_Pop(sd,top2);
            k=top1+top2;
            LS_Push(sd,k);
            break;
        case '-':
            LS_Pop(sd,top1);
            LS_Pop(sd,top2);
            k=top2-top1;
            LS_Push(sd,k);
            break;
        case '*':
            LS_Pop(sd,top1);
            LS_Pop(sd,top2);
            k=top1*top2;
            LS_Push(sd,k);
            break;
        case '/':
            LS_Pop(sd,top1);
            LS_Pop(sd,top2);
            k=top2/top1;
            LS_Push(sd,k);
            break;
        default:
            LS_Push(sd, (int)(s[i]-48));
        }
        i++;
    }
    T res;
    LS_Top(sd,res);
    LS_Free(sd);
    return res;

    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'char', 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'continue', 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 'do', 0, 0, 0, 'double', 0, 0, 'while', 0, 0, 0]"
"本关任务对应参考代码实现如下：

int FindSubStr(char* t, char* p)
/*
从字符串t查找子字符串p。
字符串以数值结尾，例如p=""str"",那么p[0]='s',p[1]='t',p[2]='r',p[3]=0。
采用朴素的匹配算法，返回子字符串第一次出现的位置,例如t=""string ring"",p=""ring""，则返回2。
若没有找到，则返回-1。
*/
{
    // 请在此添加代码，补全函数FindSubStr
    
    int i=0, j=0;
    while(p[i]!=0 && t[j]!=0) {
        if (p[i]==t[j]) {
            i ++;
            j ++;
        }
        else {
            j = j-i+1;
            i = 0;
        }
    }
    if (p[i] == 0) return j-i;
    else return -1;
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'break', 0, 0, 0, 'case', 0, 0, 0, 'def', 0, 0, 0, 0, 'char', 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'default', 0, 0, 0, 0, 'int', 0, 0, 'do', 0, 0, 0, 'double', 0, 'switch', 'while', 0, 0, 0]"
"本关任务对应参考代码实现如下：

void KmpGenNext(char* p, int* next)
//生成p的next数组, next数组长度大于等于字符串p的长度加1
{
	next[0]= -1;
	int k= -1;
	for (int i=1; p[i-1]!=0; i++) 
	{    
		while(k>=0&&p[k]!=p[i-1])   k=next[k];
		k=k+1;
		if (p[i]==p[k])  next[i]=next[k];
		else	next[i]=k;
	}
}

","[0, 'else', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'char', 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"本关任务对应参考代码实现如下：

void DirecInsSort(int* a, int n)
// direct insert sorting
{
    int i, k;

    for (i=1; i<n; i++)   {
        // 请在此添加代码，补全函数DirecInsSort
        
        int temp=a[i];
        //find k to insert a[i] between a[k-1] and a[k]
        k=i;
        while (k-1>=0 && temp<a[k-1]) // k>0 means k-1>=0
        {   a[k]=a[k-1];  k--;   }
        a[k]=temp;
        
    }
}
","[0, 'else', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'char', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 'void', 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"本关任务对应参考代码实现如下：

void QSort__(int* a, int low, int high)
//快速排序私有函数，供QuickSort()调用
//在a[low:high]中选择一个中心值，用该中心值将a[low:high]分割为两部分
//然后对两个部分递归地进行该操作。
{
    int i, j;
    if(low>=high) return;

    Swap(a[low], a[rand()%(high-low+1)+low]); //select a pivot randomly

    i=low; j=high;
    int temp=a[i];
    // 请在此添加代码，补全函数QSort__
    
    while (i<j){
        while (i<j && temp<a[j]) j--;
            if(i<j)  a[i++]=a[j];
                while (i<j && a[i]<=temp) i++;
                    if(i<j)  a[j--]=a[i];
    }
    a[i]=temp;
    QSort__(a, low, i-1);
    QSort__(a, i+1, high);
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'void', 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"本关任务对应参考代码实现如下：

int BSL_FindKey(BSeqList* blist, int key)
//在排序的顺序表中查找关键码值为key的结点，返回结点的编号
//返回值大于等于时表示找到值为key的结点的编号，-1表示没有找到
{
    // 请在此添加代码，补全函数BSL_FindKey
    
    int k, r, m;
    k=0; r=blist->len-1;
    while (k<=r) {
        m=(k+r)>>1; //m=(k+r)/2
        if (key==blist->pkey[m]) return m;
        else
            if (key<blist->pkey[m])  r=m-1;
            else k=m+1;
    }
    return -1;
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 'void', 0, 'int', 0, 0, 'do', 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"本关任务对应参考代码实现如下：

bool ILH_InsKey(LHTable* pt, int x)
//插入关键码x
//返回true，表示插入成功
//返回false，表示插入失败(关键码已经存在)
{
    // 请在此添加代码，补全函数ILH_InsKey
    
    int d=x%pt->n;
    if (pt->pn[d].key==0) {
        pt->pn[d].key=x;
        return true;
    }
    else if (pt->pn[d].key==x) 
        return false;

    HNode* prev=&(pt->pn[d]);
    HNode* curr=pt->pn[d].next;
    while (curr && curr->key!=x) {prev=curr; curr=curr->next;}

    if (curr) return  false;

    HNode* pnode=(HNode*)malloc(sizeof(HNode));
    pnode->key=x;
    pnode->next=NULL;//pt->pn[d].next;
    prev->next=pnode;
    return true;
    
}

bool ILH_DelKey(LHTable* pt, int x)
//删除关键码
//返回true表示该关键码存在，且成功删除
//返回false表示该关键码不存在
{
    // 请在此添加代码，补全函数ILH_DelKey
    
    int d=x%pt->n;//关键码x的散列值d
    if (pt->pn[d].key==0) {
        return false;
    }
    else if (pt->pn[d].key==x)  {
        if (pt->pn[d].next ==NULL) 
            pt->pn[d].key=0;
        else {
            HNode* first=pt->pn[d].next;
            pt->pn[d].key=first->key;
            pt->pn[d].next=first->next;
            free(first);
        }
        return true;
    }
    HNode* prev=&(pt->pn[d]);
    HNode* curr=pt->pn[d].next;
    while (curr && curr->key!=x) {prev=curr; curr=curr->next;}
    if (curr==NULL) return false;
    prev->next=curr->next;
    free(curr);
    return true;
    
}

","[0, 'else', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"本关任务对应参考代码实现如下：

// 包含标准输入输出函数库
#include <stdio.h>

// 定义main函数
int main()
{
    // 请在此添加‘重要的事情说三遍’的代码
    
    char x = getchar();
    putchar(x);
    putchar(x);
    putchar(x);
    putchar('!');
    

    return 0;
}
","[0, 'else', 0, 0, 0, 0, 0, 0, 'bool', 0, 0, 'true', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'false', 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 'sizeof', 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"本关任务对应参考代码实现如下：

// 包含标准输入输出函数库
#include <stdio.h>

int main()
{
    // 声明两个整型变量，用于存储输入的两个整数
    int x, y;

    // 请在此添加你的代码，输入两个整数到x、y中，然后按要求格式输出四则运算式子
    
    scanf(""%d%d"",&x,&y);

    printf(""%5d + %-5d = %10d\n"", x, y, x + y);
    printf(""%5d - %-5d = %10d\n"", x, y, x - y);
    printf(""%5d * %-5d = %10d\n"", x, y, x * y);
    printf(""%5d / %-5d = %10d"", x, y, x / y);
    

    return 0;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'char', 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"本关任务对应参考代码实现如下：

// 包含标准输入输出函数库
#include <stdio.h>
int main()
{
    // 声明两个整型变量，用于存储输入的两个整数
    int a, b;
    // 请在此添加你的代码，输入两个整数到a、b中，然后输出较大的数
    
    scanf(""%d%d"",&a,&b);
    if(a>=b)
		printf(""%d"",a);
	else
		printf(""%d"",b);
    
    return 0;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"
//请在此处实现你的代码
if (i1>i2) return NULL;
     int k=0;
     while (i1+k<=i2&&pa[p1]!=ia[i1+k]) k=k+1; 
	 if(i1+k>i2) {
		 return NULL;
	 }
	 TNode* t=new TNode; 
	 t->data=pa[p1];
	 t->left=InPreToTree(pa,ia,p1+1,p1+k,i1,i1+k-1); 
	 t->right=InPreToTree(pa,ia,p1+k+1,p2,i1+k+1,i2);
     return t;
	 ","[0, 'else', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"
//请在此处实现你的代码
	const int W=5;
	int i,j;
	if (r==NULL) return;
	PrintTreeRootLeft(r->right, layer+1);
	for(i=1; i<layer; i++) {
		for (j=0;j<W;j++) printf(""%c"", '-');
	}
	for (j=0; j<W-1; j++) printf(""%c"",'-');
	printf(""%c\n"", r->data);
	PrintTreeRootLeft(r->left, layer+1);
","[0, 0, 'new', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"
	while (QueueNotEmpty) {
		Out__(parent, curr); 
		if (visited[curr]) continue;
		visited[curr]=1;
		tree[k].from=parent; tree[k].to=curr; k++;
		int j;
		for (j=0; j<=g->n-1;j++) {
			if (HasEdge(curr,j) && !visited[j])In__(curr,j);
		}

	}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 'const', 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"
/*请在BEGIN和END之间实现你的代码*/
/*****BEGIN*****/
const int MAX=1000;
	Edge stack[MAX];
	int top=-1;
#define Push__(a,b)  {top++; stack[top].from=a; stack[top].to=b;}////
#define Pop__(a,b)  {a=stack[top].from; b=stack[top].to; top--;}///////
#define StakNotEmpty (top>=0?1:0)////
#define HasEdge(i,j)  (g->adj[(i)*g->n+(j)]==1)

	char* visited=(char*)malloc(sizeof(char)*g->n);
	memset(visited, 0, sizeof(char)*g->n);

	int parent=-1;  
	int curr=start;
	Push__(parent, curr); 
	int k=0; //已经访问的结点数
	while (StakNotEmpty) {
		Pop__(parent, curr); 
		if (visited[curr]) continue;
		visited[curr]=1;
		tree[k].from=parent; tree[k].to=curr; k++;
		int j;
		for (j=g->n-1; j>=0; j--) {
			if (HasEdge(curr,j) && !visited[j]) Push__(curr,j);
		}

	}
	free(visited);
	return k;
#undef Push__////////////
#undef Pop__///////////////
#undef StakNotEmpty//////////////
#undef HasEdge
/*****END*******/
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'continue', 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"本关任务对应参考代码实现如下：

bool SS_IsFull(SeqStack* stack)
// 判断栈是否为满。为满返回true，否则返回false。
{
    // 请在这里补充代码，完成本关任务
    
    return stack->top+1>=stack->max;

    
}

bool SS_IsEmpty(SeqStack* stack)
// 判断栈是否为空。为空返回true，否则返回false。
{
    // 请在这里补充代码，完成本关任务
    
    return stack->top<0;

    
}

int SS_Length(SeqStack* stack)
// 获取栈元素个数
{
    // 请在这里补充代码，完成本关任务
    
    return stack->top+1;

    
}

bool SS_Push(SeqStack* stack, T x)
// 将元素x进栈，若满栈则无法进栈，返回false，否则返回true
{
    // 请在这里补充代码，完成本关任务
    
    if (SS_IsFull(stack)) {
        return false;
    }
    stack->top++;
    stack->data[stack->top]=x;
    return true;

    
}

bool SS_Pop(SeqStack* stack, T &item)
// 出栈的元素放入item。若出栈成功(栈不为空)，则返回true；否则(空栈)，返回false。
{
    // 请在这里补充代码，完成本关任务
    
    if (SS_IsEmpty(stack)) {
        return false;
    }
    item = stack->data[stack->top];
    stack->top--;
    return true;

    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'def', 0, 0, 0, 0, 'char', 0, 0, 0, 0, 'return', 0, 'const', 0, 0, 0, 0, 0, 0, 0, 'continue', 'if', 'sizeof', 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"本关任务对应参考代码实现如下：

bool LS_IsEmpty(LinkStack* ls)
// 判断栈是否为空。为空返回true，否则返回false。
{
    // 请在这里补充代码，完成本关任务
    
    return ls->len == 0;

    
}

int LS_Length(LinkStack* ls)
// 获取栈的长度
{
    // 请在这里补充代码，完成本关任务
    
    return ls->len;

    
}

void LS_Push(LinkStack* ls, T x)
// 将元素x进栈，若满栈则无法进栈，返回false，否则返回true
{
    // 请在这里补充代码，完成本关任务
    
    LNode* node=(LNode*)malloc(sizeof(LNode));
    node->data=x;
    node->next=ls->top;
    ls->top = node;
    ls->len ++;

    
}

bool LS_Pop(LinkStack* ls, T& item)
// 出栈的元素放入item。若出栈成功(栈不为空)，则返回true；否则(空栈)，返回false。
{
    // 请在这里补充代码，完成本关任务
    
    LNode* node=ls->top;
    if (node==NULL) {
        return false;
    }
    item = node->data;
    ls->top = node->next;
    ls->len --;
    free(node);
    return true;

    
}

bool LS_Top(LinkStack* ls, T& item)
// 获取栈顶元素，若获取失败(空栈)，则返回false，否则返回true。
{
    // 请在这里补充代码，完成本关任务
    
    LNode* node=ls->top;
    if (node==NULL) {
        return false;
    }
    item = node->data;
    return true;

    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 'bool', 0, 0, 'true', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'false', 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"
#include<iostream>
using namespace std;
int main()
	{
	cout<<""hello world""<<endl;
	return 0;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 'bool', 0, 0, 'true', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'false', 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 'sizeof', 0, 0, 0, 0, 'void', 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"
#ifdef  __cplusplus  
//-----Begin-----
//extern ""C"" {//告诉编译器，这部分代码按C语言的格式进行编译，而不是C++的
extern ""C"" {
     void sayHelloWorld();
}
//}
//-----End-----
#endif
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"本关任务对应参考代码实现如下：

// 包含标准输入输出函数库
#include <stdio.h>

// 定义main函数
int main()
{
    // 请在此添加‘重要的事情说三遍’的代码
    
    char x = getchar();
    putchar(x);
    putchar(x);
    putchar(x);
    putchar('!');
    

    return 0;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'extern', 0, 0, 'def', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 'void', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"本关任务对应参考代码实现如下：

// 包含标准输入输出函数库
#include <stdio.h>

int main()
{
    // 声明两个整型变量，用于存储输入的两个整数
    int x, y;

    // 请在此添加你的代码，输入两个整数到x、y中，然后按要求格式输出四则运算式子
    
    scanf(""%d%d"",&x,&y);

    printf(""%5d + %-5d = %10d\n"", x, y, x + y);
    printf(""%5d - %-5d = %10d\n"", x, y, x - y);
    printf(""%5d * %-5d = %10d\n"", x, y, x * y);
    printf(""%5d / %-5d = %10d"", x, y, x / y);
    

    return 0;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'char', 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"本关任务对应参考代码实现如下：

// 包含I/O流库iostream
#include <iostream>

// 加载名字空间std
using namespace std;

int main()
{
    // 声明三个变量，分别用来存储年、月、日
    int y, m, d;

    // 请在此添加你的代码，输入你的生日，并按指定格式输出信息
    
    cin >> y >> m >> d;
    cout << ""Hello! "" << m << "" "" << d << "" "" << y;
    

    return 0;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"本关任务对应参考代码实现如下：

#include <iostream>

// 包含流操作算子库
#include <iomanip>
using namespace std;

// 定义常量PI，后面可以直接用PI代替后面的数值
#define PI 3.14159265358979323846

int main()
{
    int n;
    // 请在此添加你的代码，输入n，按不同的精度输出PI
    
    // 输入n
    cin >> n;

    // 输出PI
    cout << setiosflags(ios::fixed) << setprecision(n) << PI << endl;
    cout << setprecision(n + 1) << PI << endl;
    cout << setprecision(n + 2) << PI << endl;
    cout << setprecision(n + 3) << PI << endl;
    cout << setprecision(n + 4) << PI;
    

    return 0;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"C++
#include <iostream>
using namespace std;
int main(){
    int a[10]={1,2,3,4,5};
    // 请在此补全代码，
    //使用基于范围的for循环直接输出给定数组a，无需换行
    /********* Begin *********/
    for(int i:a){cout<<i;}
    /********* End *********/
    return 0;
}

","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'def', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"
//计算三个正整数的平均值
double AvgCalculation(int x, int y, int z)
{
return (x+y+z)/3.0;
}

","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"本关任务对应参考代码实现如下：

#include ""linearList.h""

node *insertTail(node *h, node *t)
{
    // 请在此添加代码，补全函数insertTail
    
    if(h == NULL) // 空链表单独处理
    {
        t->next = NULL; // 链表尾指针置为NULL
        return t; // 返回第一个结点的地址（即链表头指针）
    }
    // 非空链表的情况
    node *p = h;
    // 让p指向最后一个结点
    while(p->next)
        p = p->next;
    p->next = t; // 让最后一个结点的指针域指向结点t
    t->next = NULL; // 链表尾指针置为NULL
    return h;  // 返回第一个结点的地址（即链表头指针）

    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 'do', 0, 0, 0, 'double', 0, 0, 0, 0, 0, 0]"
"本关任务对应参考代码实现如下：

#include ""linearList.h""

node * insertHead(node *h, node *t)
{
    // 请在此添加代码，补全函数insertHead
    
    t->next = h;
    return t;

    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
